#date=2022/01/30 18:19:35;source=MUSIALv2.0;reference=TP0346;samples=74
Sample	Homozygous_Calls	Heterozygous_Calls	Rejected_Calls	Deleted_Positions	Inserted_Positions	SNVs
PT_SIF0857	2	0	0	0	0	2
Q3	2	0	0	0	0	2
SHC-0	2	0	0	0	0	2
PT_SIF1348	2	0	0	0	0	2
PT_SIF0697	2	0	0	0	0	2
CZ33	2	0	1	0	0	1
PT_SIF1142	2	0	0	0	0	2
PT_SIF1020	2	0	0	0	0	2
PT_SIF1063	2	0	0	0	0	2
PT_SIF1140	2	0	0	0	0	2
PT_SIF1261	2	0	0	0	0	2
PT_SIF1183	2	0	0	0	0	2
GHA1	10	0	0	0	0	10
NE20	0	0	0	0	0	0
PT_SIF0877_3	2	0	0	0	0	2
A2_2	2	0	0	0	0	2
A2_1	2	0	0	0	0	2
GRA2	2	0	0	0	0	2
SHG-I2	2	0	0	0	0	2
AR2	2	0	0	0	0	2
SS14	2	0	0	0	0	2
SHD-R	2	0	0	0	0	2
PT_SIF1278	2	0	0	0	0	2
PT_SIF1156	2	0	0	0	0	2
PT_SIF1196	2	0	0	0	0	2
B3	2	0	0	0	0	2
NE17	2	0	0	0	0	2
NE19	2	0	0	0	0	2
NE12	2	0	1	0	0	1
NE13	2	0	0	0	0	2
NE14	2	0	0	0	0	2
NE15	2	0	0	0	0	2
SamoaD	8	0	0	0	0	8
PT_SIF0954	2	0	0	0	0	2
AU17	2	0	0	0	0	2
PT_SIF1127	2	0	0	0	0	2
AU15	2	0	0	0	0	2
AU16	2	0	0	0	0	2
PT_SIF0751	2	0	0	0	0	2
AU13	2	0	0	0	0	2
K3	2	0	0	0	0	2
BAL73	0	0	0	0	0	0
PT_SIF1002	2	0	0	0	0	2
PT_SIF1167	2	0	0	0	0	2
PT_SIF1200	2	0	0	0	0	2
PT_SIF1242	2	0	0	0	0	2
SW1	2	0	0	0	0	2
UW1	2	0	1	0	0	1
C3	2	0	0	0	0	2
PT_SIF1280	2	0	0	0	0	2
SW4	3	0	1	0	0	2
SW6	2	0	0	0	0	2
SW8	2	0	0	0	0	2
PT_SIF0908	2	0	1	0	0	1
Dallas	0	0	0	0	0	0
SEA86	1	0	1	0	0	0
CZ27	2	0	0	0	0	2
P3	2	0	0	0	0	2
Chicago	0	0	0	0	0	0
PT_SIF1135	2	0	0	0	0	2
MexicoA	2	0	0	0	0	2
PT_SIF1299	2	0	0	0	0	2
SHE-V	2	0	0	0	0	2
Seattle81	1	0	0	0	0	1
BosniaA	7	0	0	0	0	7
PT_SIF1252	2	0	0	0	0	2
Gauthier	8	0	0	0	0	8
NIC1	0	0	0	0	0	0
NIC2	0	0	0	0	0	0
CDC2	10	0	0	0	0	10
IND1	8	0	0	0	0	8
SAM1	8	0	0	0	0	8
BAL3	0	0	0	0	0	0
Fribourg	9	0	0	0	0	9
